,Artist,Song,uri,Acousticness,Danceability,Liveness,Loudness,Speechiness
187,De La Soul,Me Myself And I,spotify:track:1M2gbesj4qScqEiRunTU1G,0.0711,0.898,0.0908,0.8060326086956522,0.0636
188,Guns N' Roses,Paradise City,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.0169,0.273,0.142,0.7814945652173914,0.0843
189,Woods,Creature Comfort,spotify:track:11AO51800ASpJAGvmNHWfa,0.134,0.782,0.1,0.8717391304347827,0.0292
190,Kahbum,Tua madre,spotify:track:0Ghhlx5xUgd3Q9U2h82pYL,0.776,0.774,0.109,0.6688858695652173,0.359
191,Pueblo Vista,The answer is in the stars,spotify:track:2hK0fcyvE3UbbO2bDYbGaz,0.93,0.665,0.101,0.6574728260869566,0.0727
192,Catherine Feeny,Mr Blue,spotify:track:6ta5yavnnEfCE4faU0jebM,0.835,0.456,0.389,0.739891304347826,0.032
193,Ross from Friends,John Cage,spotify:track:2JzjJXF1FbbSWaphUxTUFS,0.0306,0.69,0.0744,0.7545652173913044,0.0457
194,Saint Motel,Daydream / Wetdream / Nightmare,spotify:track:3UYFbRnkJlvm4POhrtsEL7,0.117,0.292,0.0938,0.844483695652174,0.0758
195,Subsonica,Dormi,spotify:track:3h3u7u2RaPcWmxeEId33ct,0.784,0.282,0.146,0.7641847826086958,0.0288
196,The Beatles,Tomorrow Never Knows - Take 1 / Anthology 2 Version,spotify:track:0xIgBJDW61Di0kYra3pP6H,0.0333,0.482,0.542,0.825054347826087,0.0634
197,The Time,Get It Up,spotify:track:24c5K2qEq2wsBoIHveWPmW,0.0168,0.856,0.0497,0.6102445652173912,0.0752
198,Verdena,Phantastica,spotify:track:50s47OpmjtHvigy1p4wr04,0.000787,0.412,0.316,0.8339402173913044,0.0313
199,Sweetheart,Register Girl,spotify:track:3ibni3TQ1M9S8tciqbXU4I,0.299,0.677,0.364,0.624891304347826,0.149
200,Cory Henry,NaaNaaNaa - Live,spotify:track:3Q94flBRFGAqaCrebWRbno,0.307,0.78,0.54,0.702445652173913,0.18
201,O Terno,Volta e Meia,spotify:track:5CAztXp7af5FZR9Gbnnwk2,0.454,0.585,0.107,0.6620652173913043,0.0925
202,John Lennon,Hold On - Remastered 2010,spotify:track:4bN43jYf41eIjJZ3UXQpuA,0.538,0.684,0.143,0.5249184782608696,0.0841
203,Onda Vaga,Havana Affair,spotify:track:1jiD6G7HdCO57heoQtZ4HO,0.89,0.735,0.126,0.6749728260869564,0.038
204,Ibrahim Maalouf,"Will Soon Be a Woman (Live au Babylon Istanbul, 2013)",spotify:track:64xWIjAe9NhyJCSqQWzp9s,0.897,0.519,0.808,0.6435054347826087,0.0486
205,Arthur Lee,Everybody's Gotta Live,spotify:track:6nTL1KhyjN3RzdRJFICZ81,0.545,0.398,0.138,0.8147010869565218,0.0548
206,The Rapture,It Takes Time to Be a Man,spotify:track:77Y6QDudHZMG3O1FrI926B,0.172,0.523,0.128,0.830733695652174,0.0343
207,Mac DeMarco,Another One,spotify:track:1ZnIS5sO40hECBKRH8tK7D,0.821,0.694,0.106,0.7390217391304348,0.0276
208,Jack Conte,Kitchen Fork,spotify:track:0LseiKWwGnEBWiMZquXFGz,0.108,0.303,0.115,0.8097282608695653,0.0299
209,LCD Soundsystem,Never as Tired as When I'm Waking Up,spotify:track:7gTMsKyhm6vuUWoxRaFpsJ,0.408,0.647,0.199,0.8394021739130435,0.0262
210,Depeche Mode,Enjoy the Silence,spotify:track:6WK9dVrRABMkUXFLNlgWFh,0.2,0.663,0.0782,0.8635054347826088,0.0286
211,Over the Garden Wall,Patient Is the Night (feat. Chris Isaak),spotify:track:6sm30jWexRsec1Eo83f6Bx,0.42,0.357,0.196,0.7679891304347827,0.0316
212,Dente,Rette parallele,spotify:track:0FbFWvo9GbIb9d6mEdRxBX,0.269,0.752,0.067,0.6159782608695652,0.0477
213,Squid,The Cleaner,spotify:track:5JCJRbheraNHacbn9v1UWg,0.0149,0.49,0.104,0.8409239130434784,0.083
214,Eryn Allen Kane,Now and Then,spotify:track:5cxRiEUK8YQdK5kLoWYixy,0.594,0.496,0.0965,0.8189945652173913,0.0323
215,Lynyrd Skynyrd,Free Bird,spotify:track:5EWPGh7jbTNO2wakv8LjUI,0.0738,0.249,0.0924,0.7964945652173914,0.0577
216,Motörhead,Ace of Spades,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,0.000852,0.329,0.0904,0.7812771739130435,0.135
217,Otis Stacks,Fashion Drunk,spotify:track:10v26fsyRQeRbhsHz4dx4P,0.107,0.883,0.111,0.6680434782608696,0.362
218,Gift Of Gab,Freedom Form Flowing,spotify:track:0AeXtgRernMx6BDInIxtm8,0.454,0.751,0.0849,0.9225815217391304,0.287
219,Giovanni Truppi,Conoscersi In Una Situazione Di Difficoltà (con Niccolò Fabi),spotify:track:0OjzPqQx9UrinlguhNo2u5,0.605,0.681,0.0737,0.7549184782608697,0.0345
220,Franco Battiato,Summer On A Solitary Beach - 2008 Remaster,spotify:track:6GVCS3fxlAe5Uyp0irdeS6,0.0527,0.551,0.496,0.8221467391304349,0.0297
221,Pierangelo Bertoli,A muso duro,spotify:track:5w7v7XN59gS517MfI2QWdi,0.535,0.534,0.416,0.732445652173913,0.0436
222,Giorgio Canali,Nuvole senza Messico,spotify:track:4Y1Ten4fUFUZDuRbVAhNxm,0.076,0.624,0.0974,0.83625,0.0293
223,Pond,Holding Out For You,spotify:track:3QaULt6mFjXbmU1O8chake,0.000391,0.379,0.412,0.8542119565217392,0.0439
224,Tom Jones,Sexbomb,spotify:track:7GHKA8GIMcND6c5nN1sFnD,0.144,0.801,0.104,0.9125271739130435,0.0446
225,Christopher Owens,Heroine (Got Nothing on You),spotify:track:110bEf4wqWs6IXj77uKeGO,0.885,0.499,0.48,0.7362228260869564,0.0521
226,Tash Sultana,Let the Light In,spotify:track:4P4msAD9l7v9aXUZ5Rg7Wz,0.6,0.289,0.115,0.798804347826087,0.0284
227,DOPE LEMON,Stonecutters,spotify:track:3o1GRfkMlAf8IN9WUqNeNS,0.0158,0.427,0.148,0.843233695652174,0.027
228,fun.,We Are Young (feat. Janelle Monáe),spotify:track:5rgy6ghBq1eRApCkeUdJXf,0.02,0.378,0.0849,0.8680706521739131,0.075
229,Comaneci,Satisfied Girl,spotify:track:2eRwYTc2GC93XcW4SZq6dN,0.979,0.765,0.158,0.540054347826087,0.0644
230,Interpol,Pioneer To The Falls,spotify:track:7cxS70ulR0lD2xi7lDRcmw,0.0193,0.459,0.0964,0.890733695652174,0.0546
231,Nat King Cole,L-O-V-E,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,0.686,0.425,0.077,0.8146195652173913,0.0801
232,U.S. Girls,Window Shades,spotify:track:5qSeU9NojSgSi5cAy5Fyey,0.0783,0.397,0.147,0.8117663043478262,0.11
233,Lucio Battisti,Il mio canto libero,spotify:track:2SvXqxiG2ntfkEWvuABT7u,0.355,0.429,0.106,0.6323641304347826,0.0471
234,Pinguini Tattici Nucleari,Ninnananna per genitori disattenti,spotify:track:2QuTKwEPq95U9D2txI8Efn,0.305,0.376,0.624,0.8533152173913044,0.114
235,Eels,The Deconstruction,spotify:track:4SWJErMlz04PD25oDwB3WL,0.16,0.655,0.0935,0.8131521739130435,0.034
236,Wings,Love Is Strange - Remastered 2018,spotify:track:76c5cWYXWl3u9pDcltf0aT,0.00761,0.821,0.166,0.7499184782608695,0.0488
237,Eels,I Need Some Sleep,spotify:track:74icrHrhUsXAfXp07cthdP,0.869,0.664,0.107,0.7440489130434782,0.0325
238,Rob Zombie,What?,spotify:track:5gZ8nTiDCrI6IIk447z04i,0.00257,0.551,0.328,0.9436141304347827,0.0647
239,Procol Harum,A Whiter Shade of Pale - Original Single Version,spotify:track:78ZqE2tjAxbqEGGlvGnQfT,0.504,0.249,0.0891,0.8319565217391305,0.0342
240,Modena City Ramblers,La Banda Del Sogno Interrotto,spotify:track:6UZvXnEBhqmyEwkjvRlGMM,0.0476,0.571,0.0798,0.8075815217391306,0.0657
241,Bee Gees,Stayin' Alive,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,0.113,0.707,0.0884,0.48173913043478267,0.0436
242,Brushy One String,Chicken in the Corn,spotify:track:2FSU73aYJ7awcgDbL9eAQ7,0.679,0.924,0.379,0.8184239130434783,0.0642
243,Houndmouth,Sedona,spotify:track:65T1aY3I9qfNUDVAnaM9bq,0.0404,0.394,0.112,0.7955978260869566,0.0346
244,Sophia Loren,Carina,spotify:track:47cO59ADpxuR9mbbgDEC3j,0.581,0.634,0.0637,0.6866032608695652,0.048
245,Trent the HOOLiGAN,Bullet,spotify:track:4rr6IZ07mvJFvGRZc2VmK4,0.337,0.581,0.498,0.7721195652173913,0.307
246,Black Josh,Own Ting,spotify:track:32OdokBzVZ19TzTu84RTHL,0.233,0.557,0.229,0.8369565217391305,0.369
247,Blackstreet,No Diggity,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.279,0.8925815217391305,0.288
248,Translee,RnR,spotify:track:4qVzEy4ZRelVJUt5Hf903N,0.0408,0.827,0.0657,0.8489945652173914,0.447
249,Gil Scott-Heron & Brian Jackson,We Almost Lost Detroit,spotify:track:1O56AVKWDXwzB7bLHusene,0.731,0.434,0.0871,0.6726086956521738,0.0652
250,Thom Yorke,Suspirium,spotify:track:4Y1igB1GDncJvt7ezbV3cW,0.988,0.457,0.135,0.6002445652173912,0.0317
251,Sleep Party People,I'm Not Human At All,spotify:track:1Hgqz76iMts7Pmf8L9Vj8Y,0.0314,0.512,0.0834,0.9341032608695653,0.0345
252,Tash Sultana,Sweet & Dandy,spotify:track:0Q1O75TIprxto8gc6hTZhR,0.639,0.56,0.107,0.8422282608695653,0.108
253,CCCP – Fedeli Alla Linea,Oh! Battagliero,spotify:track:5GyS0X0Hh8XZvp88kKEf2b,0.0435,0.856,0.0704,0.7788315217391305,0.0653
254,HM Surf,Mount and Blade,spotify:track:4n7Gltdz7vNdiqumwBca9F,0.883,0.488,0.0812,0.12538043478260877,0.0452
255,Tame Impala,Remember Me,spotify:track:48HSUrDZQPVeWuVckLb902,0.392,0.631,0.57,0.860054347826087,0.04
256,Post Animal,When I Get Home,spotify:track:5azJUob8ahbXB3M9YFwTpd,0.0665,0.245,0.358,0.8569565217391305,0.0525
257,Space Jesus,"Hmu (feat. Clay Parnell & Rory ""Sweet Boy"" Dolan)",spotify:track:5F3t5WgLyBX2W7un8IXiLD,0.0574,0.732,0.382,0.8001902173913045,0.261
258,Joey Dosik,In Heaven,spotify:track:6AIDr8Pj1vhOmM0uMJTome,0.446,0.798,0.253,0.8094565217391305,0.0344
259,sad boy with a laptop,I Was Lost Until I Met You,spotify:track:2Ax7L8o7D4ITqkdPUV2icb,0.369,0.943,0.0654,0.5494836956521739,0.0833
260,Hangsuk & Boogiemonster,I'm fat,spotify:track:6xrGzx4GhuxMrUYjq3vODG,0.21,0.537,0.124,0.8530706521739131,0.0951
261,Vasco Brondi,A forma di fulmine,spotify:track:2GngaibBMs11mE9SA0rabo,0.731,0.456,0.106,0.8716576086956522,0.0331
262,Gloria Gaynor,I Will Survive - Extended Version,spotify:track:5f22DmcDGpsaG5RbUzVRow,0.00755,0.777,0.302,0.7456249999999999,0.037
263,Idris Muhammad,Piece of Mind,spotify:track:72wP2qnBz48qHEutvvnpfY,0.0419,0.462,0.0675,0.7245380434782608,0.0327
264,aqualina,reminisce,spotify:track:2XVpBGnV7rcEZffD1iyy4W,0.979,0.451,0.111,0.5354076086956522,0.0935
265,Jean Tonique,Take Control,spotify:track:1eT6DNF0mNMYGSn6lCy6SV,0.236,0.604,0.0523,0.7920923913043479,0.062
266,Dente,Cosa devo fare,spotify:track:1xXsRWDU1YahW0FHgtfVsp,0.675,0.784,0.0926,0.7760597826086957,0.048
267,Ronny Jordan,Keep Your Head Up,spotify:track:0oC8NiFS4UNepxVacFRdLr,0.61,0.851,0.0905,0.8405978260869567,0.165
268,Cat Power,Werewolf,spotify:track:04pMx29snydsnkCQJZaQtV,0.449,0.433,0.108,0.6377989130434782,0.0292
269,eevee,rosemary,spotify:track:4J6dN4totHFv9aadxFk2Lj,0.852,0.744,0.113,0.5380434782608695,0.221
270,STRFKR,Hanna,spotify:track:3kWD9i2ZJMvIlh8IWFRgQ1,0.988,0.619,0.0935,0.5055434782608695,0.097
271,The RH Factor,I'll Stay,spotify:track:6CAYXIhkBARYmy7kVNDIOi,0.632,0.632,0.157,0.6473913043478261,0.0594
272,Aaron Taylor,Saw You in My Dreams,spotify:track:20IiuE1LuwBImLStjubLAH,0.752,0.611,0.0874,0.7327445652173913,0.0785
273,Mura Masa,Blu (feat. Damon Albarn),spotify:track:4WzIR5PJLp6dY09h5PWdxr,0.539,0.622,0.106,0.6640760869565218,0.0795
274,NES,Ahlam,spotify:track:4GWJ1YaRsNgzom34D6Zi08,0.865,0.572,0.0956,0.7467119565217392,0.0452
275,Iosonouncane,Stormi,spotify:track:6SQItrDKcga0XDL5EsLgRW,0.0287,0.53,0.356,0.8105434782608696,0.0525
276,Charles Wright & The Watts 103rd Street Rhythm Band,Comment - If All Men Are Truly Brothers,spotify:track:7gFvVIWk3pCifkjXeI7UkB,0.883,0.392,0.0998,0.5872282608695653,0.0292
277,Funkadelic,Music for My Mother,spotify:track:5sjlZzRSb5WCXIl5YNuYV1,0.323,0.606,0.281,0.7248097826086956,0.0665
278,La rappresentante di lista,Cumu è sula la strata - Live a Torino,spotify:track:2ut2BcrUGdkzdf5rjbJcNT,0.817,0.464,0.724,0.573233695652174,0.225
279,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),spotify:track:5hReWjUHqPqkHi31G7izL4,0.792,0.63,0.133,0.6482065217391304,0.0322
280,Ali Farka Touré,Monsieur le Maire de Niafunké,spotify:track:00lcn90nnKszEEuVgO8VzK,0.803,0.593,0.124,0.6523369565217391,0.0293
281,The Dramatics,Just Shopping (Not Buying Anything),spotify:track:6IHtqRiQTqi2vwhgym00F4,0.664,0.351,0.108,0.6816576086956522,0.0582
282,The Dø,Slippery Slope,spotify:track:0XFx1csLx2KlGp9No1iCfc,0.517,0.888,0.183,0.8546195652173914,0.122
283,Modena City Ramblers,Clan Banlieue,spotify:track:4j9FgE5l7zuLppUqfhfnk1,0.243,0.535,0.393,0.8374456521739131,0.0992
284,King Tubby,Take Five,spotify:track:4gcRTIXP8nHwl0hFdJikia,0.513,0.718,0.126,0.7269021739130435,0.106
285,Curtis Fuller Quintet,ファイヴ・スポット・アフター・ダーク,spotify:track:4P1TebwKnny3sDFsdieibP,0.932,0.449,0.0883,0.4711684782608696,0.0455
286,LEENALCHI,Tiger is Coming,spotify:track:515ohCCpDzS5ZZjRYWweG3,0.779,0.771,0.111,0.7832608695652175,0.348
287,Dizzee Rascal,Bassline Junkie,spotify:track:1o1x4gUntwc9sqeMDWR9eE,0.00875,0.919,0.104,0.948695652173913,0.348
288,The Sugarhill Gang,Rapper's Delight - Single Version,spotify:track:0tm6gsXe0LSm9zeSspyMQu,0.185,0.917,0.0686,0.7026086956521739,0.244
289,Gnut,Controvento,spotify:track:4y5d3AmWWKirbNVptn9i6a,0.841,0.439,0.11,0.6774184782608695,0.0293
290,Fever Ray,If I Had a Heart,spotify:track:3on9znKmGp0TaYcWPhqdVE,0.777,0.407,0.107,0.5796739130434783,0.0291
291,First Aid Kit,The Lion's Roar,spotify:track:2oqPb3LtgyvDfdQa0zWlwh,0.167,0.485,0.106,0.8597010869565218,0.0299
292,Cotton Jones,I Am The Changer,spotify:track:0BeAL5sGX7mxLNDWUJ36Ci,0.784,0.634,0.0902,0.7471467391304348,0.0284
293,Unknown Mortal Orchestra,From the Sun,spotify:track:1PzCMLwf0Ym5Rx6qthNu94,0.0411,0.483,0.0936,0.6486141304347827,0.0595
294,T. Rex,Cosmic Dancer,spotify:track:5gOnivVq0hLxPvIPC00ZhF,0.0117,0.363,0.189,0.7997826086956522,0.06
295,Cymande,Dove,spotify:track:6yYGrFfc595ggAwsYpH13v,0.449,0.438,0.0903,0.6783423913043478,0.0361
296,Isaac Hayes,Hung Up On My Baby,spotify:track:7wEGeUzpPNnHKfOtSgYjG4,0.181,0.678,0.0459,0.752608695652174,0.0284
297,Bobbie Houston,I Want to Make It with You,spotify:track:7egAxxDZTzwWUbLeTOY50e,0.717,0.669,0.194,0.8338315217391306,0.106
298,Giorgio Gaber,L'illogica allegria,spotify:track:74p2mZBDB53pDiC0JOHzuM,0.709,0.349,0.849,0.7636956521739131,0.0323
299,Bantu Clan,Africa Ni Leo - Esa Extended Mix,spotify:track:4Ah8BSJEmhr0HJF5MbLpYp,0.315,0.841,0.107,0.6713858695652174,0.0756
300,David Bowie,Let's Dance - 2018 Remaster,spotify:track:3ix6K4wZY29bCujrSznwFZ,0.0125,0.654,0.153,0.8174184782608697,0.0605
301,Quantic,Cumbia Sobre El Mar,spotify:track:7KooLjzPsWw4TT12acawEB,0.0692,0.591,0.102,0.7993206521739131,0.0563
302,Quintorigo,La Nonna Di Frederick Lo Portava Al Mare,spotify:track:48AzWA59anYH1bUH2Xc9o8,0.743,0.712,0.123,0.8495380434782609,0.0596
303,Alessio Bondì,Di cu si,spotify:track:3JdKO7bkxKWGX5xEeGZdm5,0.531,0.631,0.299,0.8548913043478261,0.0334
304,El Michels Affair,Snakes,spotify:track:1vsHxCJzyHPcLoJeHe8yEF,0.0389,0.559,0.207,0.8052445652173914,0.0529
305,Deem Spencer,Iwyboft,spotify:track:6GLMXAZqMGaVo6E1NCKcvH,0.0738,0.888,0.326,0.6389945652173913,0.368
306,Gotye,Somebody That I Used To Know,spotify:track:1qDrWA6lyx8cLECdZE7TV7,0.548,0.865,0.0989,0.8312228260869565,0.0371
307,Fabrizio De André,Il Pescatore - Live remastered 2007,spotify:track:7cvcPL8yFIs0Z5KQFNcm6d,0.111,0.511,0.675,0.8679891304347827,0.0724
308,Ilaria Graziano,La strada,spotify:track:0g6oM8aNB1nvhmbxaYdTDR,0.853,0.424,0.328,0.7956521739130435,0.0393
309,Nilla Pizzi,Quizás quizás quizás,spotify:track:3gUoSJug88G65n1l3JizrV,0.958,0.607,0.0857,0.520570652173913,0.0536
310,CHIC,Le Freak - Edit,spotify:track:6Lphpr9Z6H282Sguw0dUWa,0.0422,0.832,0.249,0.6471739130434783,0.0487
311,Pixies,Where Is My Mind?,spotify:track:0KzAbK6nItSqNh8q70tb0K,0.00731,0.513,0.0878,0.6519565217391304,0.0343
312,Erykah Badu,Didn't Cha Know,spotify:track:7pv80uUHfocFqfTytu1MVi,0.48,0.753,0.284,0.7543478260869566,0.121
313,Ray Charles,Mess Around,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,0.437,0.565,0.056,0.9385869565217392,0.064
314,Marta Sui Tubi,Vecchi difetti,spotify:track:1woB8gpm0Zp9EHlNUvhWS6,0.678,0.317,0.0581,0.8585597826086957,0.0309
315,Rocket From The Tombs,Ain't It Fun - Live,spotify:track:137gCwflS6U9BqHnaV04G7,0.452,0.463,0.105,0.8923097826086956,0.0359
316,Talk Talk,I Believe in You - 1997 Remaster,spotify:track:3SzoVeS9Eaxt6dmfXF0fPo,0.692,0.523,0.178,0.42500000000000004,0.0252
317,We Are KING,Hey,spotify:track:5HkW47BxKNgkW2bSNghlNa,0.565,0.269,0.163,0.7327989130434782,0.032
318,Angel Olsen,Shut Up Kiss Me,spotify:track:5uZLsGY9fknBd5Rxr7AIss,0.0552,0.373,0.107,0.8801630434782609,0.0461
319,Voskovy,Yellow,spotify:track:22aoqn5BAiwrsTum8tAzUo,0.276,0.539,0.112,0.6192119565217391,0.04
320,Robert Glasper,Afro Blue,spotify:track:7e0j6jReCfN5KJkDNLHyHQ,0.0291,0.775,0.0941,0.7995652173913044,0.0342
321,Dead Horse Beats,Young Ruins,spotify:track:4vRVpQ6S4SwZyPgoC71yEk,0.335,0.656,0.0882,0.7555706521739132,0.0402
322,Father John Misty,Real Love Baby,spotify:track:3MyQn1xBQwPtFJUUP7zB8s,0.0974,0.42,0.119,0.8434782608695652,0.0368
323,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",spotify:track:1h2LHhmyAXi8tPNLi806JA,0.469,0.611,0.189,0.8175271739130435,0.201
324,Bas,Tribe (with J. Cole),spotify:track:0YAQnYt2oB8OdoaeqnHyTI,0.241,0.755,0.107,0.8591032608695652,0.216
325,Reflection Eternal,Memories Live,spotify:track:0kHIEdWbOvnrvTmRfPtHDN,0.556,0.607,0.623,0.8200271739130436,0.315
326,Ramaj Eroc,Angels,spotify:track:0RxPc5vfQn6RFIfl2lqloP,0.81,0.647,0.371,0.8484782608695653,0.227
327,Gary Clark Jr.,Don't Owe You a Thang,spotify:track:4iu49FeQQGiUh2Dn1A8qCl,0.0149,0.445,0.164,0.9176630434782609,0.054
328,Love,Everybody’s Gotta Live,spotify:track:1Og2Qi5XwYdr0YI6rn79Zb,0.607,0.805,0.116,0.6968478260869565,0.0961
329,Willie Nelson,Buddy,spotify:track:1dbQNSAXlOEtngcIZAOfPO,0.9,0.598,0.114,0.6157608695652174,0.0566
330,Townes Van Zandt,No Lonesome Tune,spotify:track:0bBJW7W0Abkx84Uq4hCOBq,0.788,0.615,0.098,0.5737228260869565,0.0336
331,Ella Fitzgerald,Two Little Men In A Flying Saucer - Single Version,spotify:track:2aQxJc9qixdnYwPpWuyF8Y,0.867,0.664,0.179,0.7952445652173914,0.0458
332,Jadu Heart,Harry Brompton's Ice Tea,spotify:track:5ebhZk50qN3ulXS41xSH6r,0.582,0.625,0.161,0.7342934782608695,0.104
333,Marcus Strickland,Alive,spotify:track:7yMyL7y0JWFUesavCslGCR,0.501,0.731,0.103,0.7372282608695652,0.055
334,Terrace Martin,Think of you,spotify:track:3lKRTuPCPZlhE2zDNkB7A0,0.136,0.464,0.576,0.7992391304347827,0.0362
335,Medasin,Home,spotify:track:42NB7w0tDCag0mQpCtZe7Y,0.839,0.66,0.374,0.7203804347826087,0.0451
336,NEIL FRANCES,Music Sounds Better with You,spotify:track:24nL5EXPrdodyCdxXoRRBZ,0.275,0.935,0.0673,0.7952445652173914,0.0645
337,Leon Bridges,Bad Bad News,spotify:track:7FxzgizJRGTQ3fxUqfvljg,0.231,0.783,0.0881,0.8524184782608697,0.0607
338,Bobo Rondelli,I vitelloni,spotify:track:5RjCxsGJ29NAmY3CfHHPWL,0.654,0.529,0.0726,0.781358695652174,0.0603
339,Tre Allegri Ragazzi Morti,Puoi dirlo a tutti,spotify:track:6Rx1yjZEnprJgEwsfm7QbD,0.036,0.705,0.189,0.8001358695652174,0.0595
340,Fred Buscaglione,Che notte,spotify:track:05w6kkY0E8X7ZPGE7LQ7wE,0.735,0.584,0.107,0.8500000000000001,0.204
341,Uffe,I Can Show You High,spotify:track:4HMteHAczSqCW9mzjeK2bX,0.589,0.687,0.0993,0.6953260869565218,0.0603
342,The Blackbyrds,Dreaming About You,spotify:track:5voWjUklIhjnNQU5aZCIm4,0.265,0.744,0.0738,0.5687228260869566,0.0385
343,Hailu Mergia,Sewnetuwa,spotify:track:3Ko4LHjdNnueGxDznKqCVX,0.184,0.429,0.0703,0.715625,0.033
344,Shuggie Otis,Sweet Thang,spotify:track:2u3HmBPHrk3ooSdVikignW,0.0965,0.432,0.136,0.6553804347826087,0.0375
345,Darondo,Didn't I,spotify:track:6Dq2LzijkY9WNPwBGDah4L,0.897,0.463,0.108,0.7021467391304347,0.0278
346,Erykah Badu,I'll Call U Back,spotify:track:6zfVYM5Nne0EzpjzYfJKwp,0.816,0.909,0.083,0.7779347826086958,0.0459
347,Aminé,Turf,spotify:track:6ODTw5ivAheWBql4tCiNkl,0.569,0.532,0.113,0.7682608695652174,0.312
348,Dabrye,Air - Abstract Orchestra Remix,spotify:track:0dC4hPmor27dG2Iv3BDfHV,0.271,0.446,0.0986,0.8729891304347827,0.0547
349,Jonwayne,Green Light,spotify:track:5PycJHxshGJkLaNm9TV9xk,0.0551,0.789,0.157,0.7579619565217393,0.401
350,Cult Of The Damned,Civilized,spotify:track:3RTXkLuXAaCkyXijekPhRn,0.338,0.58,0.333,0.8245923913043479,0.472
351,HOMESHAKE,Making a Fool of You,spotify:track:4AulWBJD41rXzIrD4ajvh7,0.687,0.498,0.0932,0.7209782608695652,0.0468
352,chloe moriondo,Silly Girl,spotify:track:0ZP3E9L1I0C6rmD0CAKqDc,0.944,0.479,0.126,0.3986956521739131,0.0639
353,Yo La Tengo,Autumn Sweater,spotify:track:19Qi2Cymjh7HDQESDrDBzs,0.142,0.628,0.135,0.6816576086956522,0.0427
354,Daniel Caesar,CYANIDE,spotify:track:3uouaAVXpQR3X8RYkJyitQ,0.704,0.589,0.125,0.8158423913043479,0.373
355,Funkadelic,"Good Thoughts, Bad Thoughts",spotify:track:5SoHb7o13Ckd8VxwRaqKu9,0.911,0.453,0.267,0.6624456521739129,0.0341
356,Billie Holiday,Autumn In New York,spotify:track:7CfcWWFD3PijcMjBSLso8q,0.962,0.564,0.112,0.6092119565217391,0.0647
357,Julian Lage,Nocturne,spotify:track:7BQVhWw9GR1Up3eKQrYFlI,0.772,0.486,0.09,0.7847282608695653,0.0262
358,Greyhounds,What's On Your Mind,spotify:track:4nH0kopeH9MszNqfPDsjrI,0.192,0.757,0.114,0.8671195652173913,0.0288
359,Durand Jones & The Indications,Make a Change,spotify:track:1EKAEKLKc9hi6x8bjgTT9T,0.0173,0.664,0.13,0.7666304347826087,0.105
360,Khruangbin,White Gloves,spotify:track:4AKUOaCRcoKTFnVI9LtsrN,0.707,0.635,0.574,0.6403260869565217,0.0285
361,Nilla Pizzi,Quizás quizás quizás,spotify:track:27nat3kygwzE6fuc5Fc1oD,0.952,0.554,0.203,0.5318478260869565,0.0545
362,Jerkcurb,Night on Earth,spotify:track:26uu6uxVb5ck1vYhXDIrPR,0.0656,0.268,0.123,0.8234239130434783,0.0321
363,Little Dragon,Constant Surprises,spotify:track:1hLMDoAaoCTGi9MTYIU22W,0.0319,0.68,0.073,0.857663043478261,0.0612
364,Curtis Mayfield,"The Makings of You - Live @ Bitter End, NYC",spotify:track:5VETCvX0BpeIEG9cxdqS5E,0.422,0.639,0.894,0.6921195652173913,0.464
365,Benny Sings,Big Brown Eyes,spotify:track:5nfJIUToNqJeLVh5UZueud,0.0253,0.918,0.134,0.7966032608695653,0.0441
366,Carmen McRae,The Sound of Silence,spotify:track:2edcrXwukRbhYa5NuM6MT1,0.86,0.506,0.105,0.7096467391304347,0.0349
367,Grand Funk Railroad,Inside Looking Out - Remastered,spotify:track:7wFW71xli1A4ILfvGB703G,0.0298,0.435,0.043,0.8092391304347827,0.0563
368,D'Angelo,Really Love,spotify:track:2RcanAJpudPNDkyIe9DzKS,0.724,0.638,0.0761,0.712554347826087,0.1
369,Frank Zappa,Blessed Relief,spotify:track:6ZWFvhIr9Azovk964lfhtE,0.56,0.478,0.132,0.6464130434782608,0.0397
370,Matty,Clear,spotify:track:5sJMfY7Cb0CbFEBRgTPTtx,0.706,0.539,0.616,0.8306250000000001,0.0302
371,Jonathan Richman,I Was Dancing In The Lesbian Bar,spotify:track:2UayKZmrsYyjNj6T8frugJ,0.675,0.829,0.271,0.6513858695652174,0.0421
372,Benji Hughes,Neighbor Down the Hall,spotify:track:6oNy20RY8C8KtN1hcMlVea,0.0778,0.707,0.147,0.8019565217391305,0.187
373,Offlaga Disco Pax,Robespierre,spotify:track:5Hul1t7v0wkfbcQD6JAUhP,0.00058,0.588,0.356,0.9282065217391304,0.107
374,ABBA,Mamma Mia,spotify:track:2TxCwUlqaOH3TIyJqGgR91,0.295,0.749,0.469,0.8290760869565218,0.0323
375,Tom Lehrer,Poisoning Pigeons In The Park,spotify:track:7H0jIUODtIFpT3ttDU14qR,0.956,0.48,0.935,0.6982065217391303,0.111
